Tipo.Registro,Protocolo.BATEU,Data,Hora,Via.Primária,Via.Secundária,Cruzamento,Número.(KM),Condição.Climática,Tipo.de.Acidente,Tipo.de.Veículo,Vítimas,Resultado,Tipo.Envolvido,Faixa.Etária,Categoria.Etilométrico,Subtipo.Etilométrico,Qtd..Veículos.Envolidos,Qtd..Pessoas.Envolvidas,Qtd..Vítimas,address,lat,long,UTM_x,UTM_y
BATEU Local,4857,27/05/2011,07:00,Rua Deputado Acyr Jose,-,Rua Deputado Acyr Jose X ,0,Nublado,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não Embriagado,1,1,0,Rua Deputado Acyr Jose X ,-25.47331,-49.20037,680917.151893245,7181419.37001288
BATEU Local,4802,15/07/2011,13:00,Rua Paulo Kissula,Rua Delegado Leopoldo Belczak,Rua Paulo Kissula X Rua Delegado Leopoldo Belczak,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,1,Rua Paulo Kissula X Rua Delegado Leopoldo Belczak,-25.44339,-49.20848,680146.243276296,7184744.59788461
BATEU Local,4722,09/05/2011,18:00,Rua Vereador Elias Karam,Rua Arthur Martins Franco,Rua Vereador Elias Karam X Rua Arthur Martins Franco,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua Vereador Elias Karam X Rua Arthur Martins Franco,-25.4812,-49.33437,667432.66965372,7180720.72191388
BATEU Local,4663,11/05/2011,08:00,Rua Desembargador Westphalen,Rua Chile,Rua Desembargador Westphalen X Rua Chile,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não Embriagado,1,1,0,Rua Desembargador Westphalen X Rua Chile,-25.45036,-49.26471,674480.870982003,7184047.34950694
BATEU Local,4526,22/04/2011,14:00,Rua Professor Guilherme Butler,Rua Jean Jacques Rousseau,Rua Professor Guilherme Butler X Rua Jean Jacques Rousseau,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Professor Guilherme Butler X Rua Jean Jacques Rousseau,-25.37511,-49.25778,675286.608515492,7192373.49933591
BATEU Local,4250,19/04/2011,17:00,Rua Gilberto Kaminski,Rua Desembargador Cid Campelo,Rua Gilberto Kaminski X Rua Desembargador Cid Campelo,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua Gilberto Kaminski X Rua Desembargador Cid Campelo,-25.51495,-49.33155,667669.31708053,7176978.82602295
BATEU Local,4242,16/08/2011,18:00,Rua Bruno Filgueira,Avenida Sete De Setembro,Rua Bruno Filgueira X Avenida Sete De Setembro,469,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Bruno Filgueira 469,-25.4454243,-49.2896444,671980.291774352,7184626.47211197
BATEU Local,4042,15/04/2011,19:00,Rua Tenente Coronel Benjamin Lage,Rua Professor Francisco Mendes,Rua Tenente Coronel Benjamin Lage X Rua Professor Francisco Mendes,350,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,01 - Entre  0 e 11 anos,Sem Info.,Sem Info.,1,1,0,Rua Tenente Coronel Benjamin Lage 350,-25.49749,-49.22133,678773.818501679,7178769.27296398
BATEU Local,4020,03/04/2011,15:00,Rua Dom Geraldo Micheletto Pellanda,-,Rua Dom Geraldo Micheletto Pellanda X ,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,01 - Entre  0 e 11 anos,Sem Info.,Sem Info.,1,1,1,Rua Dom Geraldo Micheletto Pellanda X ,-25.55687,-49.2618099,674618.373506024,7172245.60458846
BATEU Local,3892,11/08/2011,15:00,Rua Leonardo Abagge,Rua Joao Socha,Rua Leonardo Abagge X Rua Joao Socha,331,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,06 - Entre 51 e 59 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Leonardo Abagge 331,-25.53197,-49.27642,673186.15222722,7175022.87675497
BATEU Local,3799,11/06/2011,03:00,Rua Visconde De Nacar,Rua Martim Afonso,Rua Visconde De Nacar X Rua Martim Afonso,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,PEDESTRE,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Visconde De Nacar X Rua Martim Afonso,-25.42685,-49.28067,672909.385706768,7186672.27792812
BATEU Local,3744,01/04/2011,13:00,Rua Comendador Jacques Van Erven,Rua Caetano Marchesini,Rua Comendador Jacques Van Erven X Rua Caetano Marchesini,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Comendador Jacques Van Erven X Rua Caetano Marchesini,-25.47693,-49.3,670894.290438036,7181150.01921934
BATEU Local,3738,28/03/2011,14:00,Rua Rio Grande Do Sul,Avenida Republica Argentina,Rua Rio Grande Do Sul X Avenida Republica Argentina,0,Não Identificado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Não informado,RESPONSAVEL,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,0,Rua Rio Grande Do Sul X Avenida Republica Argentina,-25.46186,-49.29004,671917.147614336,7182806.45433154
BATEU Local,3728,29/03/2011,10:00,Rua Das Sabias,Rua Adalberto Scherer,Rua Das Sabias X Rua Adalberto Scherer,379,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Das Sabias 379,-25.49341,-49.28136,672744.883241262,7179300.51392431
BATEU Local,3507,06/04/2011,09:00,Avenida Presidente Wenceslau Braz,-,Avenida Presidente Wenceslau Braz X ,1760,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,0,Avenida Presidente Wenceslau Braz 1760,-25.474178,-49.2719618,673717.353488736,7181418.56461577
BATEU Local,3469,18/03/2011,07:00,Rua Das Carmelitas,Avenida Nossa Senhora Da Paz,Rua Das Carmelitas X Avenida Nossa Senhora Da Paz,905,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Das Carmelitas 905,-25.4816084,-49.2403976,676880.210698215,7180553.94915128
BATEU Local,3264,28/03/2011,16:00,Rua Xingu,Rua Rio Japura,Rua Xingu X Rua Rio Japura,1288,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,-,-,-,Sem Info.,Sem Info.,1,0,0,Rua Xingu 1288,-25.4020599,-49.1994296,681118.27956084,7189310.45725689
BATEU Local,3236,23/03/2011,13:00,Rua Prefeito Angelo Lopes,Avenida Sete De Setembro,Rua Prefeito Angelo Lopes X Avenida Sete De Setembro,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Prefeito Angelo Lopes X Avenida Sete De Setembro,-25.42874,-49.24364,676631.391994627,7186414.40391556
BATEU Local,3191,17/03/2011,17:00,Rua Olivia G. Freitas,Avenida Tres Marias,Rua Olivia G. Freitas X Avenida Tres Marias,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Olivia G. Freitas X Avenida Tres Marias,-25.42386,-49.36119,664814.289038953,7187105.39869949
BATEU Local,2981,05/05/2011,17:00,Rua Euclides Bandeira,Rua Deputado Mario De Barros,Rua Euclides Bandeira X Rua Deputado Mario De Barros,1700,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,06 - Entre 51 e 59 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Euclides Bandeira 1700,-25.4058321,-49.2699491,674017.951835636,7188986.42435179
BATEU Local,2845,04/03/2011,19:00,Rua Dos Presbiteros,Avenida Manoel Ribas,Rua Dos Presbiteros X Avenida Manoel Ribas,0,Nublado,NAO IDENTIFICADO,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Dos Presbiteros X Avenida Manoel Ribas,-25.42516,-49.27939,673040.551514516,7186857.81368264
BATEU Local,2835,27/02/2011,08:00,Rua Jose Clementino Bettega,Rua Antonio Gasparin,Rua Jose Clementino Bettega X Rua Antonio Gasparin,0,Bom,ACIDENTE COMPLEXO,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Jose Clementino Bettega X Rua Antonio Gasparin,-25.49937,-49.29753,671110.844308732,7178661.23727079
BATEU Local,2812,04/03/2011,18:00,Rua Caetano Alessi,Avenida Manoel Ribas,Rua Caetano Alessi X Avenida Manoel Ribas,0,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,07 - 60 ou mais,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Caetano Alessi X Avenida Manoel Ribas,-25.39392,-49.34939,666042.221155623,7190407.03968798
BATEU Local,2794,29/08/2011,07:00,Rua Lourenco Pinto,Avenida Sete De Setembro,Rua Lourenco Pinto X Avenida Sete De Setembro,0,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Lourenco Pinto X Avenida Sete De Setembro,-25.43788,-49.2673,674238.36603064,7185433.11523916
BATEU Local,2770,02/05/2011,16:00,Travessa Da Lapa,Rua Jose Loureiro,Travessa Da Lapa X Rua Jose Loureiro,573,Bom,ATROPELAMENTO,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Travessa Da Lapa 573,-25.4345407,-49.26581,674393.037818681,7185801.05256161
BATEU Local,2753,06/05/2011,06:00,Rua Ponta Grossa,Avenida Presidente Kennedy,Rua Ponta Grossa X Avenida Presidente Kennedy,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Ponta Grossa X Avenida Presidente Kennedy,-25.47429,-49.28832,672072.414324686,7181427.40014782
BATEU Local,2743,26/04/2011,14:00,Rua Padre Ludovico Bronny,Rua Joao Tschannerl,Rua Padre Ludovico Bronny X Rua Joao Tschannerl,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Padre Ludovico Bronny X Rua Joao Tschannerl,-25.40275,-49.28834,672172.119397813,7189351.66490657
BATEU Local,2740,23/04/2011,16:00,Avenida Florianopolis,Rua Leonardo Gelinski,Avenida Florianopolis X Rua Leonardo Gelinski,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Não informado,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Avenida Florianopolis X Rua Leonardo Gelinski,-25.44807,-49.20153,680838.252066053,7184216.78344678
BATEU Local,2698,23/03/2011,16:00,Rua Professor Oscar Martins Gomes,Rua Coronel Luiz Jose Dos Santos,Rua Professor Oscar Martins Gomes X Rua Coronel Luiz Jose Dos Santos,4073,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Professor Oscar Martins Gomes 4073,-25.50837,-49.26562,674305.653312704,7177622.89199513
BATEU Local,2671,13/06/2011,18:00,Rua Antonio Meirelles Sobrinho,Rua Albina Reffo Bocchino,Rua Antonio Meirelles Sobrinho X Rua Albina Reffo Bocchino,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Antonio Meirelles Sobrinho X Rua Albina Reffo Bocchino,-25.44567,-49.21991,678993.292021386,7184507.44255468
BATEU Local,2660,12/11/2011,23:00,Rua Salvador Ferrante,Avenida Marechal Floriano Peixoto,Rua Salvador Ferrante X Avenida Marechal Floriano Peixoto,8043,Bom,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Não informado,PASSAGEIRO,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,0,Rua Salvador Ferrante 8043,-25.49528,-49.23384,677519.43647337,7179030.82582717
BATEU Local,2645,25/04/2011,17:00,Rua Madre Maria Dos Anjos,Rua Baltazar Carrasco Dos Reis,Rua Madre Maria Dos Anjos X Rua Baltazar Carrasco Dos Reis,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Madre Maria Dos Anjos X Rua Baltazar Carrasco Dos Reis,-25.45247,-49.27536,673406.798791197,7183827.53189771
BATEU Local,2630,06/05/2011,13:00,Rua Doutor Nelson De Souza Pinto,Rua Cecilia Meireles,Rua Doutor Nelson De Souza Pinto X Rua Cecilia Meireles,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Doutor Nelson De Souza Pinto X Rua Cecilia Meireles,-25.39866,-49.26989,674034.191203591,7189780.77738638
BATEU Local,2619,25/04/2011,15:00,Rua Eduardo Sprada,Avenida Juscelino Kubitschek De Oliveira,Rua Eduardo Sprada X Avenida Juscelino Kubitschek De Oliveira,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,1,Rua Eduardo Sprada X Avenida Juscelino Kubitschek De Oliveira,-25.4517,-49.363,664594.373133293,7184023.96787774
BATEU Local,2552,13/04/2011,07:00,Rua Herbert Neal,Rua Da Divina Providencia,Rua Herbert Neal X Rua Da Divina Providencia,0,Nublado,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Herbert Neal X Rua Da Divina Providencia,-25.46183,-49.31609,669297.67418707,7182843.14068396
BATEU Local,2480,25/02/2011,18:00,Rua Rodrigues Alves,Avenida Iguacu,Rua Rodrigues Alves X Avenida Iguacu,0,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,0,Rua Rodrigues Alves X Avenida Iguacu,-25.45351,-49.29957,670970.637188402,7183743.61875441
BATEU Local,2435,14/02/2011,07:00,Rua Pedro Gusso,-,Rua Pedro Gusso X ,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Pedro Gusso X ,-25.50277,-49.31401,669449.405236791,7178305.72663852
BATEU Local,2404,22/02/2011,15:00,Rua Lourenco Pinto,Avenida Sete De Setembro,Rua Lourenco Pinto X Avenida Sete De Setembro,0,Chuva Fraca,CHOQUE,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Lourenco Pinto X Avenida Sete De Setembro,-25.43788,-49.2673,674238.36603064,7185433.11523916
BATEU Local,2389,14/02/2011,09:00,Rua Major Jose Dequech,Alameda Princesa Izabel,Rua Major Jose Dequech X Alameda Princesa Izabel,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Major Jose Dequech X Alameda Princesa Izabel,-25.38614,-49.32827,668177.941588255,7191242.35951857
BATEU Local,2266,15/02/2011,07:00,Rua Olindo Caetani,Br 277,Rua Olindo Caetani X Br 277,0,Chuva Fraca,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,1,Rua Olindo Caetani X Br 277,-25.4826162,-49.2001972,680920.593091599,7180388.28367804
BATEU Local,2204,08/02/2011,16:00,Rua Marcos Antonio Malucelli,Rua Geraldino Ramiro Dos Santos,Rua Marcos Antonio Malucelli X Rua Geraldino Ramiro Dos Santos,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Marcos Antonio Malucelli X Rua Geraldino Ramiro Dos Santos,-25.48608,-49.35274,665579.065506297,7180203.16728707
BATEU Local,2167,28/03/2011,14:00,Rua Jose Augusto Da Silva,Rua Cidade De Saudades,Rua Jose Augusto Da Silva X Rua Cidade De Saudades,114,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Jose Augusto Da Silva 114,-25.5349311,-49.2621364,674617.363114426,7174676.18384108
BATEU Local,2153,06/06/2011,15:00,Rua Simao Brante,Rua Egydio Pilotto,Rua Simao Brante X Rua Egydio Pilotto,632,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Simao Brante 632,-25.48454,-49.22968,677953.472713597,7180214.93230344
BATEU Local,2145,19/04/2011,09:00,Rua Gabriel Freceiro De Miranda,Rua Francisco Derosso,Rua Gabriel Freceiro De Miranda X Rua Francisco Derosso,0,Nublado,ACIDENTE COMPLEXO,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,0,Rua Gabriel Freceiro De Miranda X Rua Francisco Derosso,-25.4966,-49.2723,673651.113801186,7178935.37058986
BATEU Local,2106,23/02/2011,07:00,Rua Dos Ferroviarios,Rua Cidade De Montero,Rua Dos Ferroviarios X Rua Cidade De Montero,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Dos Ferroviarios X Rua Cidade De Montero,-25.45012,-49.20626,680359.490392365,7183996.11528433
BATEU Local,2072,10/06/2011,16:00,Avenida Senador Salgado Filho,Rua Luiz Guimaraes Junior,Avenida Senador Salgado Filho X Rua Luiz Guimaraes Junior,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Avenida Senador Salgado Filho X Rua Luiz Guimaraes Junior,-25.46574,-49.24301,676640.742605132,7182315.14031367
BATEU Local,2053,07/02/2011,18:00,Rua Presidente Joao Goulart,Rua Irineu Makcemiv,Rua Presidente Joao Goulart X Rua Irineu Makcemiv,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Presidente Joao Goulart X Rua Irineu Makcemiv,-25.57473,-49.32914,667828.259295903,7170354.16086028
BATEU Local,2036,11/02/2011,11:00,Rua Mandirituba,Rua Apucarana,Rua Mandirituba X Rua Apucarana,0,Nublado,COLISAO TRASEIRA,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,1,Rua Mandirituba X Rua Apucarana,-25.54023,-49.27487,673330.047593186,7174105.90862039
BATEU Local,2031,07/06/2011,07:00,Rua Waldemar Loureiro Campos,Rua Professor Joao Soares Barcelos,Rua Waldemar Loureiro Campos X Rua Professor Joao Soares Barcelos,0,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Waldemar Loureiro Campos X Rua Professor Joao Soares Barcelos,-25.50538,-49.24252,676632.04387491,7177923.61132103
BATEU Local,2019,27/05/2011,17:00,Rua Jair Coelho,Rua Antonio Dionisio Sobrinho,Rua Jair Coelho X Rua Antonio Dionisio Sobrinho,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Jair Coelho X Rua Antonio Dionisio Sobrinho,-25.49194,-49.34834,666013.367377175,7179548.60268927
BATEU Local,1986,03/03/2011,07:00,Rua Paulo Kissula,Rua Osmario De Lima,Rua Paulo Kissula X Rua Osmario De Lima,503,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Paulo Kissula 503,-25.4398681,-49.2066292,680337.636417193,7185132.21488431
BATEU Local,1930,01/03/2011,18:00,Rua David Tows,-,Rua David Tows X ,1721,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,-,-,-,Sem Info.,Sem Info.,1,0,0,Rua David Tows 1721,-25.52779,-49.26026,674816.292298688,7175464.727701
BATEU Local,1881,21/02/2011,18:00,Rua Arcesio De Barros Lima,Avenida Pero Vaz De Caminha,Rua Arcesio De Barros Lima X Avenida Pero Vaz De Caminha,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Arcesio De Barros Lima X Avenida Pero Vaz De Caminha,-25.5706099,-49.33593,667151.844567929,7170819.10302876
BATEU Local,1753,31/01/2011,18:00,Rua Julio Salsamendi,-,Rua Julio Salsamendi X ,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Julio Salsamendi X ,-25.56425,-49.33731,667022.027496319,7171525.30505176
BATEU Local,1626,31/01/2011,11:00,Rua Das Carmelitas,Rua Antonio Schiebel,Rua Das Carmelitas X Rua Antonio Schiebel,0,Bom,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Das Carmelitas X Rua Antonio Schiebel,-25.49708,-49.23284,677617.320253298,7178830.10620068
BATEU Local,1466,17/12/2011,22:00,Alameda Julia Da Costa,Alameda Cabral,Alameda Julia Da Costa X Alameda Cabral,0,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Alameda Julia Da Costa X Alameda Cabral,-25.42752,-49.27893,673083.449821845,7186595.80737585
BATEU Local,1441,06/05/2011,14:00,Rua Tijucas Do Sul,Rua Dos Pioneiros,Rua Tijucas Do Sul X Rua Dos Pioneiros,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Tijucas Do Sul X Rua Dos Pioneiros,-25.53552,-49.27346,673478.522202291,7174625.7873555
BATEU Local,1332,04/01/2011,21:00,Rua Frei Teofilo,Rua Frei Teofilo,Rua Frei Teofilo X Rua Frei Teofilo,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Frei Teofilo X Rua Frei Teofilo,-25.50247,-49.30186,670671.183582424,7178323.42239474
BATEU Local,1190,02/01/2011,11:00,Rua Izidoro Stavitzki,Rua Cid Marcondes De Albuquerque,Rua Izidoro Stavitzki X Rua Cid Marcondes De Albuquerque,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Izidoro Stavitzki X Rua Cid Marcondes De Albuquerque,-25.52113,-49.27305,673540.436895823,7176219.20838633
BATEU Local,1140,08/01/2011,17:00,Rua Odir Gomes Da Rocha,Rua Engenheiro Joao Kloss,Rua Odir Gomes Da Rocha X Rua Engenheiro Joao Kloss,925,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,01 - Entre  0 e 11 anos,Sem Info.,Sem Info.,1,1,1,Rua Odir Gomes Da Rocha 925,-25.57347,-49.33253,667489.446415668,7170498.01129303
BATEU Local,1012,10/01/2011,21:00,Rua Atilio Borio,Avenida Presidente Affonso Camargo,Rua Atilio Borio X Avenida Presidente Affonso Camargo,660,Chuva Fraca,COLISAO FRONTAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Atilio Borio 660,-25.4294128,-49.2527857,675710.480931781,7186351.96038734
BATEU Local,1011,05/01/2011,11:00,Rua Professor Joao Poeck,Rua Moyses Gutztein,Rua Professor Joao Poeck X Rua Moyses Gutztein,465,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Professor Joao Poeck 465,-25.5470892,-49.2704539,673763.941669248,7173340.3541569
